Date,Distance,Destination,MPG
2023-11-01,22.3,Work,35.9
2023-11-01,22.5,Home,34.4
2023-11-01,4.1,Errand,31.1
2023-11-02,22.4,Work,35.8
2023-11-02,21.5,Home,35.7
2023-11-03,5.9,Errand,26.4
2023-11-06,34.9,Work,37.6
2023-11-06,22.5,Home,34.1
2023-11-07,22.4,Work,37.6
2023-11-07,22.5,Home,34.7
2023-11-08,22.4,Work,39.4
2023-11-08,3.3,Errand,2.9
2023-11-08,19.7,Home,30.9
